2017-11-17-10-50-30    UserID [0]    Transaction Complete 
2017-11-17-10-50-30    UserID [1]    Transaction Complete 
2017-11-17-10-50-30    UserID [0]    Transaction Complete 
2017-11-17-10-50-30    UserID [1]    Transaction Complete 
2017-11-17-10-50-30    UserID [0]    Transaction Complete 
2017-11-17-10-50-30    UserID [1]    Transaction Complete 
2017-11-17-10-50-31    UserID [0]    Transaction Complete 
2017-11-17-10-50-31    UserID [1]    Transaction Complete 
2017-11-17-10-50-31    UserID [0]    Transaction Complete 
2017-11-17-10-50-31    UserID [1]    Transaction Complete 
2017-11-17-10-50-31    UserID [1]    Transaction Complete 
2017-11-17-10-50-31    UserID [0]    Transaction Complete 
2017-11-17-10-50-31    UserID [1]    Transaction Complete 
2017-11-17-10-50-32    UserID [0]    Transaction Complete 
2017-11-17-10-50-32    UserID [1]    Transaction Complete 
2017-11-17-10-50-32    UserID [0]    Transaction Complete 
2017-11-17-10-50-32    UserID [0]    Transaction Complete 
2017-11-17-10-50-32    UserID [1]    Transaction Complete 
2017-11-17-10-50-32    UserID [0]    Transaction Complete 
2017-11-17-10-50-32    UserID [1]    Transaction Complete 
2017-11-17-10-50-33    UserID [1]    Transaction Complete 
2017-11-17-10-50-33    UserID [0]    Transaction Complete 
2017-11-17-10-50-33    UserID [1]    Transaction Complete 
2017-11-17-10-50-33    UserID [0]    Transaction Complete 
2017-11-17-10-50-33    UserID [0]    Transaction Complete 
2017-11-17-10-50-33    UserID [1]    Transaction Complete 
2017-11-17-10-50-33    UserID [1]    Transaction Complete 
2017-11-17-10-50-33    UserID [0]    Transaction Complete 
2017-11-17-10-50-34    UserID [1]    Transaction Complete 
2017-11-17-10-50-34    UserID [0]    Transaction Complete 
2017-11-17-10-50-34    UserID [1]    Transaction Complete 
2017-11-17-10-50-34    UserID [0]    Transaction Complete 
2017-11-17-10-50-34    UserID [0]    Transaction Complete 
2017-11-17-10-50-34    UserID [1]    Transaction Complete 
2017-11-17-10-50-35    UserID [1]    Transaction Complete 
2017-11-17-10-50-35    UserID [0]    Transaction Complete 
2017-11-17-10-50-35    UserID [0]    Transaction Complete 
2017-11-17-10-50-35    UserID [1]    Transaction Complete 
2017-11-17-10-50-35    UserID [0]    Transaction Complete 
2017-11-17-10-50-35    UserID [1]    Transaction Complete 
2017-11-17-10-50-35    UserID [0]    Transaction Complete 
2017-11-17-10-50-35    UserID [1]    Transaction Complete 
2017-11-17-10-50-36    UserID [0]    Transaction Complete 
2017-11-17-10-50-36    UserID [1]    Transaction Complete 
2017-11-17-10-50-36    UserID [1]    Transaction Complete 
2017-11-17-10-50-36    UserID [0]    Transaction Complete 
2017-11-17-10-50-36    UserID [1]    Transaction Complete 
2017-11-17-10-50-36    UserID [0]    Transaction Complete 
2017-11-17-10-50-36    UserID [1]    Transaction Complete 
2017-11-17-10-50-36    UserID [0]    Transaction Complete 
2017-11-17-10-50-37    UserID [0]    Transaction Complete 
2017-11-17-10-50-37    UserID [1]    Transaction Complete 
2017-11-17-10-50-37    UserID [0]    Transaction Complete 
2017-11-17-10-50-37    UserID [1]    Transaction Complete 
2017-11-17-10-50-37    UserID [0]    Transaction Complete 
2017-11-17-10-50-37    UserID [1]    Transaction Complete 
2017-11-17-10-50-38    UserID [0]    Transaction Complete 
2017-11-17-10-50-38    UserID [1]    Transaction Complete 
2017-11-17-10-50-38    UserID [0]    Transaction Complete 
2017-11-17-10-50-38    UserID [1]    Transaction Complete 
2017-11-17-10-50-38    UserID [0]    Transaction Complete 
2017-11-17-10-50-38    UserID [1]    Transaction Complete 
2017-11-17-10-50-38    UserID [1]    Transaction Complete 
2017-11-17-10-50-38    UserID [0]    Transaction Complete 
2017-11-17-10-50-39    UserID [0]    Transaction Complete 
2017-11-17-10-50-39    UserID [1]    Transaction Complete 
2017-11-17-10-50-39    UserID [0]    Transaction Complete 
2017-11-17-10-50-39    UserID [1]    Transaction Complete 
2017-11-17-10-50-39    UserID [0]    Transaction Complete 
2017-11-17-10-50-39    UserID [1]    Transaction Complete 
2017-11-17-10-50-39    UserID [1]    Transaction Complete 
2017-11-17-10-50-39    UserID [0]    Transaction Complete 
2017-11-17-10-50-40    UserID [0]    Transaction Complete 
2017-11-17-10-50-40    UserID [1]    Transaction Complete 
